Date,BTC-USD,ETH-USD,SPY
2020-02-05,9613.423828125,204.23023986816406,305.9220275878906
2020-02-06,9729.8017578125,212.33908081054688,306.9513854980469
2020-02-07,9795.943359375,222.72605895996094,305.3155212402344
2020-02-08,9865.119140625,223.14651489257812,
2020-02-09,10116.673828125,228.5785675048828,
2020-02-10,9856.611328125,223.522705078125,307.5946960449219
2020-02-11,10208.236328125,235.8511962890625,308.1278381347656
2020-02-12,10326.0546875,265.4061279296875,310.1130676269531
2020-02-13,10214.3798828125,268.0992431640625,309.7821044921875
2020-02-14,10312.1162109375,284.2174987792969,310.2784118652344
2020-02-15,9889.4248046875,264.72857666015625,
2020-02-16,9934.43359375,259.89471435546875,
2020-02-17,9690.142578125,266.3634338378906,
2020-02-18,10141.99609375,281.944580078125,309.4788818359375
2020-02-19,9633.38671875,259.76397705078125,310.95849609375
2020-02-20,9608.4755859375,257.949462890625,309.6810302734375
2020-02-21,9686.44140625,265.6006164550781,306.491943359375
2020-02-22,9663.181640625,262.33172607421875,
2020-02-23,9924.515625,273.754150390625,
2020-02-24,9650.1748046875,265.2164306640625,296.326904296875
2020-02-25,9341.705078125,247.81759643554688,287.3476867675781
2020-02-26,8820.5224609375,225.68026733398438,286.2906494140625
2020-02-27,8784.494140625,226.75338745117188,273.4328308105469
2020-02-28,8672.455078125,226.760498046875,272.2840576171875
2020-02-29,8599.5087890625,219.8485107421875,
2020-03-01,8562.4541015625,218.97059631347656,
2020-03-02,8869.669921875,230.5697784423828,284.07574462890625
2020-03-03,8787.7861328125,224.47962951660156,275.94183349609375
2020-03-04,8755.24609375,224.51797485351562,287.5406799316406
2020-03-05,9078.7626953125,229.2681884765625,277.9822998046875
2020-03-06,9122.5458984375,243.52529907226562,273.386962890625
2020-03-07,8909.9541015625,237.85308837890625,
2020-03-08,8108.1162109375,200.68905639648438,
2020-03-09,7923.64453125,201.986328125,252.0369110107422
2020-03-10,7909.7294921875,200.76724243164062,265.0784912109375
2020-03-11,7911.43017578125,194.8685302734375,252.15635681152344
2020-03-12,4970.7880859375,112.34712219238281,228.03074645996094
2020-03-13,5563.70703125,133.20181274414062,247.52426147460938
2020-03-14,5200.3662109375,123.30602264404297,
2020-03-15,5392.31494140625,125.21430206298828,
2020-03-16,5014.47998046875,110.60587310791016,220.43922424316406
2020-03-17,5225.62939453125,113.9427490234375,232.34121704101562
2020-03-18,5238.4384765625,114.84226989746094,220.5770721435547
2020-03-19,6191.19287109375,136.59385681152344,221.0458526611328
2020-03-20,6198.7783203125,132.73716735839844,211.52003479003906
2020-03-21,6185.06640625,132.81871032714844,
2020-03-22,5830.2548828125,123.32115173339844,
2020-03-23,6416.31494140625,134.91160583496094,206.11187744140625
2020-03-24,6734.8037109375,138.76144409179688,224.78622436523438
2020-03-25,6681.06298828125,136.19589233398438,228.1512908935547
2020-03-26,6716.4404296875,138.36155700683594,241.47305297851562
2020-03-27,6469.79833984375,133.9379425048828,234.2805633544922
2020-03-28,6242.19384765625,130.9864959716797,
2020-03-29,5922.04296875,125.58373260498047,
2020-03-30,6429.841796875,132.904541015625,241.88902282714844
2020-03-31,6438.64453125,133.59356689453125,238.28358459472656
2020-04-01,6606.7763671875,135.63455200195312,227.55966186523438
2020-04-02,6793.62451171875,142.02914428710938,232.81068420410156
2020-04-03,6733.38720703125,142.09130859375,229.44561767578125
2020-04-04,6867.52734375,145.21939086914062,
2020-04-05,6791.12939453125,143.54664611816406,
2020-04-06,7271.78125,169.13587951660156,244.85658264160156
2020-04-07,7176.41455078125,165.10194396972656,245.10623168945312
2020-04-08,7334.0986328125,172.64173889160156,253.3340301513672
2020-04-09,7302.08935546875,170.80714416503906,257.1891174316406
2020-04-10,6865.4931640625,158.41244506835938,
2020-04-11,6859.0830078125,158.2160186767578,
2020-04-12,6971.091796875,161.14242553710938,
2020-04-13,6845.03759765625,156.27955627441406,254.8409423828125
2020-04-14,6842.427734375,157.5963897705078,262.3569641113281
2020-04-15,6642.10986328125,153.28689575195312,256.7823486328125
2020-04-16,7116.80419921875,172.15737915039062,258.0211181640625
2020-04-17,7096.1845703125,171.63858032226562,264.9916687011719
2020-04-18,7257.6650390625,186.91400146484375,
2020-04-19,7189.4248046875,181.61495971679688,
2020-04-20,6881.95849609375,172.2971649169922,260.3230895996094
2020-04-21,6880.3232421875,172.73770141601562,252.4188232421875
2020-04-22,7117.20751953125,182.59957885742188,258.0211181640625
2020-04-23,7429.724609375,185.02867126464844,258.0026550292969
2020-04-24,7550.90087890625,189.2369384765625,261.5987854003906
2020-04-25,7569.93603515625,195.5153045654297,
2020-04-26,7679.8671875,197.31753540039062,
2020-04-27,7795.60107421875,197.22471618652344,265.3707580566406
2020-04-28,7807.05859375,198.41539001464844,264.1504821777344
2020-04-29,8801.0380859375,216.96823120117188,271.0654602050781
2020-04-30,8658.5537109375,207.60205078125,268.5416564941406
2020-05-01,8864.7666015625,214.21910095214844,261.4324951171875
2020-05-02,8988.5966796875,215.32537841796875,
2020-05-03,8897.46875,210.9331512451172,
2020-05-04,8912.654296875,208.17401123046875,262.1535339355469
2020-05-05,9003.0703125,206.77439880371094,264.57568359375
2020-05-06,9268.76171875,204.0557861328125,262.78216552734375
2020-05-07,9951.5185546875,212.28941345214844,265.9531555175781
2020-05-08,9842.666015625,212.9915771484375,270.35357666015625
2020-05-09,9593.896484375,211.60012817382812,
2020-05-10,8756.4306640625,188.5995635986328,
2020-05-11,8601.7958984375,185.912841796875,270.40911865234375
2020-05-12,8804.4775390625,189.3125,265.0194396972656
2020-05-13,9269.9873046875,199.1932830810547,260.3323059082031
2020-05-14,9733.7216796875,202.9490966796875,263.44775390625
2020-05-15,9328.197265625,195.62266540527344,264.6589660644531
2020-05-16,9377.013671875,200.6771240234375,
2020-05-17,9670.7392578125,207.15869140625,
2020-05-18,9726.5751953125,214.52505493164062,272.72027587890625
2020-05-19,9729.0380859375,213.45111083984375,269.91912841796875
2020-05-20,9522.9814453125,210.09674072265625,274.50457763671875
2020-05-21,9081.76171875,199.88360595703125,272.6093444824219
2020-05-22,9182.5771484375,207.169189453125,273.1270446777344
2020-05-23,9209.287109375,208.69439697265625,
2020-05-24,8790.3681640625,202.37034606933594,
2020-05-25,8906.9345703125,205.3197479248047,
2020-05-26,8835.052734375,201.90231323242188,276.4921569824219
2020-05-27,9181.017578125,208.86343383789062,280.6060791015625
2020-05-28,9525.7509765625,219.84042358398438,280.0883483886719
2020-05-29,9439.1240234375,220.6751251220703,281.3363952636719
2020-05-30,9700.4140625,242.34559631347656,
2020-05-31,9461.05859375,230.9757080078125,
2020-06-01,10167.2685546875,246.99176025390625,282.4735412597656
2020-06-02,9529.8037109375,237.21905517578125,284.81243896484375
2020-06-03,9656.7177734375,244.1793212890625,288.6028137207031
2020-06-04,9800.63671875,244.4263916015625,287.8446960449219
2020-06-05,9665.533203125,241.22198486328125,295.2220458984375
2020-06-06,9653.6796875,241.9313201904297,
2020-06-07,9758.8525390625,245.16725158691406,
2020-06-08,9771.4892578125,246.30990600585938,298.79052734375
2020-06-09,9795.7001953125,244.9114532470703,296.56243896484375
2020-06-10,9870.0947265625,247.4449462890625,294.9076843261719
2020-06-11,9321.78125,231.70266723632812,277.9065856933594
2020-06-12,9480.84375,237.4932098388672,281.23480224609375
2020-06-13,9475.27734375,238.90884399414062,
2020-06-14,9386.7880859375,234.1147003173828,
2020-06-15,9450.7021484375,229.9289093017578,283.8602600097656
2020-06-16,9538.0244140625,234.41616821289062,289.32391357421875
2020-06-17,9480.2548828125,233.0282745361328,288.1220703125
2020-06-18,9411.8408203125,232.10116577148438,288.2330322265625
2020-06-19,9288.0185546875,227.13829040527344,286.5857849121094
2020-06-20,9332.3408203125,229.27426147460938,
2020-06-21,9303.6298828125,228.9898223876953,
2020-06-22,9648.7177734375,242.53318786621094,288.42425537109375
2020-06-23,9629.658203125,244.14215087890625,289.75213623046875
2020-06-24,9313.6103515625,235.7724609375,282.3608703613281
2020-06-25,9264.8134765625,232.94448852539062,285.387939453125
2020-06-26,9162.91796875,229.6680450439453,278.609619140625
2020-06-27,9045.390625,222.9597930908203,
2020-06-28,9143.58203125,225.34716796875,
2020-06-29,9190.8544921875,228.1948699951172,282.7044372558594
2020-06-30,9137.9931640625,226.31500244140625,286.32574462890625
2020-07-01,9228.3251953125,231.11341857910156,288.3314208984375
2020-07-02,9123.41015625,229.39219665527344,289.9192199707031
2020-07-03,9087.3037109375,225.38706970214844,
2020-07-04,9132.48828125,229.07411193847656,
2020-07-05,9073.9423828125,227.6645965576172,
2020-07-06,9375.474609375,241.51022338867188,294.394775390625
2020-07-07,9252.27734375,239.07553100585938,291.3584289550781
2020-07-08,9428.3330078125,246.67001342773438,293.58697509765625
2020-07-09,9277.9677734375,243.01596069335938,291.9156494140625
2020-07-10,9278.8076171875,240.9849853515625,294.8962097167969
2020-07-11,9240.3466796875,239.4581756591797,
2020-07-12,9276.5,242.13169860839844,
2020-07-13,9243.6142578125,239.60458374023438,292.3427734375
2020-07-14,9243.2138671875,240.21148681640625,296.1311950683594
2020-07-15,9192.8369140625,238.42352294921875,298.85186767578125
2020-07-16,9132.2275390625,233.64088439941406,297.8675537109375
2020-07-17,9151.392578125,232.77308654785156,298.7311096191406
2020-07-18,9159.0400390625,235.4838104248047,
2020-07-19,9185.8173828125,238.48751831054688,
2020-07-20,9164.2314453125,236.15316772460938,301.1453552246094
2020-07-21,9374.8876953125,245.0167236328125,301.7859802246094
2020-07-22,9525.36328125,262.1906433105469,303.5037841796875
2020-07-23,9581.072265625,274.6890563964844,299.88250732421875
2020-07-24,9536.892578125,279.2154235839844,297.951171875
2020-07-25,9677.11328125,304.0567626953125,
2020-07-26,9905.1669921875,309.64361572265625,
2020-07-27,10990.873046875,321.51409912109375,300.1239013671875
2020-07-28,10912.8232421875,316.6572570800781,298.2203674316406
2020-07-29,11100.4677734375,318.1908874511719,301.88812255859375
2020-07-30,11111.2138671875,334.5866394042969,300.8110656738281
2020-07-31,11323.466796875,345.5546569824219,303.1881408691406
2020-08-01,11759.5927734375,385.19970703125,
2020-08-02,11053.6142578125,370.6717224121094,
2020-08-03,11246.3486328125,386.295166015625,305.2959899902344
2020-08-04,11205.892578125,389.87548828125,306.47515869140625
2020-08-05,11747.0224609375,401.590576171875,308.3786315917969
2020-08-06,11779.7734375,394.9619445800781,310.4400634765625
2020-08-07,11601.47265625,379.5128479003906,310.6629943847656
2020-08-08,11754.0458984375,393.98736572265625,
2020-08-09,11675.7392578125,391.1204528808594,
2020-08-10,11878.111328125,395.8875732421875,311.5914306640625
2020-08-11,11410.525390625,380.3840637207031,309.0194396972656
2020-08-12,11584.9345703125,391.024169921875,313.327880859375
2020-08-13,11784.1376953125,428.7417907714844,312.761474609375
2020-08-14,11768.87109375,437.3978271484375,312.77069091796875
2020-08-15,11865.6982421875,433.35491943359375,
2020-08-16,11892.8037109375,433.78662109375,
2020-08-17,12254.40234375,429.53125,313.7642517089844
2020-08-18,11991.2333984375,423.6693115234375,314.442138671875
2020-08-19,11758.283203125,406.4637756347656,313.1328125
2020-08-20,11878.3720703125,416.4397888183594,314.1077880859375
2020-08-21,11592.4892578125,389.1263427734375,315.2220764160156
2020-08-22,11681.8251953125,395.83514404296875,
2020-08-23,11664.84765625,391.3844909667969,
2020-08-24,11774.595703125,408.1441955566406,318.4162292480469
2020-08-25,11366.134765625,384.00103759765625,319.530517578125
2020-08-26,11488.36328125,386.46612548828125,322.7339782714844
2020-08-27,11323.3974609375,382.63262939453125,323.43963623046875
2020-08-28,11542.5,395.8746643066406,325.5289611816406
2020-08-29,11506.865234375,399.9214782714844,
2020-08-30,11711.505859375,428.3957214355469,
2020-08-31,11680.8203125,435.0797424316406,324.3496398925781
2020-09-01,11970.478515625,477.0519104003906,327.4045715332031
2020-09-02,11414.0341796875,440.0404968261719,332.1401062011719
2020-09-03,10245.296875,385.67193603515625,320.7097473144531
2020-09-04,10511.8134765625,388.24114990234375,318.0912780761719
2020-09-05,10169.5673828125,335.26007080078125,
2020-09-06,10280.3515625,353.3622741699219,
2020-09-07,10369.5634765625,352.6734924316406,
2020-09-08,10131.5166015625,337.60211181640625,309.4001159667969
2020-09-09,10242.34765625,351.1100158691406,315.5099182128906
2020-09-10,10363.138671875,368.1018981933594,310.031494140625
2020-09-11,10400.9150390625,374.6955871582031,310.1893310546875
2020-09-12,10442.1708984375,387.18310546875,
2020-09-13,10323.755859375,365.57000732421875,
2020-09-14,10680.837890625,377.26885986328125,314.27490234375
2020-09-15,10796.951171875,364.8392028808594,315.8627624511719
2020-09-16,10974.9052734375,365.8122863769531,314.60919189453125
2020-09-17,10948.990234375,389.01922607421875,311.84210205078125
2020-09-18,10944.5859375,384.3645324707031,308.25201416015625
2020-09-19,11094.3466796875,385.54437255859375,
2020-09-20,10938.271484375,371.0528259277344,
2020-09-21,10462.259765625,341.78607177734375,304.8213195800781
2020-09-22,10538.4599609375,344.503173828125,307.9256896972656
2020-09-23,10246.1865234375,321.1163024902344,300.78460693359375
2020-09-24,10760.06640625,349.3555908203125,301.58636474609375
2020-09-25,10692.716796875,352.1832580566406,306.46209716796875
2020-09-26,10750.7236328125,355.48809814453125,
2020-09-27,10775.26953125,357.4385070800781,
2020-09-28,10709.65234375,355.159423828125,311.5522155761719
2020-09-29,10844.640625,359.75738525390625,309.8554992675781
2020-09-30,10784.4912109375,359.9378662109375,312.20477294921875
2020-10-01,10619.4521484375,353.2059020996094,314.2091979980469
2020-10-02,10575.974609375,346.2389221191406,311.22589111328125
2020-10-03,10549.3291015625,346.5220947265625,
2020-10-04,10669.5830078125,352.5790100097656,
2020-10-05,10793.33984375,353.956787109375,316.74493408203125
2020-10-06,10604.40625,340.81585693359375,312.2420654296875
2020-10-07,10668.96875,341.80865478515625,317.6771545410156
2020-10-08,10915.685546875,350.7661437988281,320.49267578125
2020-10-09,11064.4580078125,365.5904846191406,323.3547058105469
2020-10-10,11296.361328125,370.96759033203125,
2020-10-11,11384.181640625,375.1420593261719,
2020-10-12,11555.36328125,387.73126220703125,328.55670166015625
2020-10-13,11425.8994140625,381.1907653808594,326.4125061035156
2020-10-14,11429.5068359375,379.4840393066406,324.3615417480469
2020-10-15,11495.349609375,377.44183349609375,323.9606018066406
2020-10-16,11322.123046875,366.22900390625,323.7648620605469
2020-10-17,11358.1015625,368.8559265136719,
2020-10-18,11483.359375,378.21368408203125,
2020-10-19,11742.037109375,379.93560791015625,318.842529296875
2020-10-20,11916.3349609375,369.13690185546875,320.1196594238281
2020-10-21,12823.689453125,392.1899719238281,319.5137939453125
2020-10-22,12965.8916015625,413.7729797363281,321.2663269042969
2020-10-23,12931.5390625,409.7666931152344,322.357177734375
2020-10-24,13108.0625,412.4576110839844,
2020-10-25,13031.173828125,406.2177734375,
2020-10-26,13075.248046875,393.8883056640625,316.3999938964844
2020-10-27,13654.21875,403.9970397949219,315.3092956542969
2020-10-28,13271.28515625,388.6507568359375,304.5323181152344
2020-10-29,13437.8828125,386.7301025390625,307.62744140625
2020-10-30,13546.5224609375,382.8199768066406,304.4204406738281
2020-10-31,13780.9951171875,386.59033203125,
2020-11-01,13737.109375,396.3581848144531,
2020-11-02,13550.4892578125,383.15673828125,307.8324890136719
2020-11-03,13950.30078125,387.6021728515625,313.267578125
2020-11-04,14133.70703125,402.1419982910156,320.26885986328125
2020-11-05,15579.8486328125,414.0673522949219,326.5149841308594
2020-11-06,15565.880859375,454.71929931640625,326.44049072265625
2020-11-07,14833.75390625,435.713134765625,
2020-11-08,15479.5673828125,453.5547790527344,
2020-11-09,15332.3154296875,444.1630554199219,330.54229736328125
2020-11-10,15290.90234375,449.67962646484375,330.0576477050781
2020-11-11,15701.33984375,462.9605407714844,332.509521484375
2020-11-12,16276.34375,461.0052795410156,329.2838439941406
2020-11-13,16317.80859375,474.6264343261719,333.84259033203125
2020-11-14,16068.138671875,460.14984130859375,
2020-11-15,15955.587890625,447.55908203125,
2020-11-16,16716.111328125,459.9403076171875,338.009765625
2020-11-17,17645.40625,480.3600769042969,336.1918640136719
2020-11-18,17804.005859375,479.48406982421875,332.1459045410156
2020-11-19,17817.08984375,471.63043212890625,333.5442810058594
2020-11-20,18621.314453125,509.74456787109375,331.2601623535156
2020-11-21,18642.232421875,549.4866333007812,
2020-11-22,18370.001953125,558.068115234375,
2020-11-23,18364.12109375,608.4540405273438,333.2459411621094
2020-11-24,19107.46484375,603.8977661132812,338.6157531738281
2020-11-25,18732.12109375,570.6866455078125,338.0936584472656
2020-11-26,17150.623046875,518.8011474609375,
2020-11-27,17108.40234375,517.4937133789062,339.0352478027344
2020-11-28,17717.4140625,538.2297973632812,
2020-11-29,18177.484375,575.758056640625,
2020-11-30,19625.8359375,614.842529296875,337.5343017578125
2020-12-01,18802.998046875,587.3241577148438,341.2261047363281
2020-12-02,19201.091796875,598.3523559570312,341.94390869140625
2020-12-03,19445.3984375,616.708740234375,341.8506774902344
2020-12-04,18699.765625,569.3541870117188,344.796630859375
2020-12-05,19154.23046875,596.595458984375,
2020-12-06,19345.12109375,601.9089965820312,
2020-12-07,19191.630859375,591.8433837890625,344.088134765625
2020-12-08,18321.14453125,554.8277587890625,345.094970703125
2020-12-09,18553.916015625,573.4791259765625,341.9998474121094
2020-12-10,18264.9921875,559.6785278320312,341.8879699707031
2020-12-11,18058.904296875,545.79736328125,341.4871520996094
2020-12-12,18803.65625,568.5673217773438,
2020-12-13,19142.3828125,589.6632080078125,
2020-12-14,19246.64453125,586.0111694335938,339.9581604003906
2020-12-15,19417.076171875,589.3555908203125,344.55426025390625
2020-12-16,21310.59765625,636.1818237304688,345.094970703125
2020-12-17,22805.162109375,642.8689575195312,347.0247497558594
2020-12-18,23137.9609375,654.8119506835938,345.6390686035156
2020-12-19,23869.83203125,659.2979125976562,
2020-12-20,23477.294921875,638.2908325195312,
2020-12-21,22803.08203125,609.81787109375,344.4032897949219
2020-12-22,23783.029296875,634.8541870117188,343.8227844238281
2020-12-23,23241.345703125,583.714599609375,344.13177490234375
2020-12-24,23735.94921875,611.607177734375,345.4706115722656
2020-12-25,24664.791015625,626.4107055664062,
2020-12-26,26437.037109375,635.8358154296875,
2020-12-27,26272.294921875,682.642333984375,
2020-12-28,27084.80859375,730.3973388671875,348.4384460449219
2020-12-29,27362.4375,731.5201416015625,347.7737731933594
2020-12-30,28840.953125,751.6189575195312,348.2699279785156
2020-12-31,29001.720703125,737.8034057617188,350.0394287109375
2021-01-01,29374.15234375,730.3675537109375,
2021-01-02,32127.267578125,774.5349731445312,
2021-01-03,32782.0234375,975.5076904296875,
2021-01-04,31971.9140625,1040.2330322265625,345.27398681640625
2021-01-05,33992.4296875,1100.006103515625,347.6520080566406
2021-01-06,36824.36328125,1207.1121826171875,349.7304382324219
2021-01-07,39371.04296875,1225.6781005859375,354.92657470703125
2021-01-08,40797.609375,1224.1971435546875,356.9488830566406
2021-01-09,40254.546875,1281.0772705078125,
2021-01-10,38356.44140625,1262.2467041015625,
2021-01-11,35566.65625,1090.1453857421875,354.5426940917969
2021-01-12,33922.9609375,1043.4345703125,354.61761474609375
2021-01-13,37316.359375,1130.7393798828125,355.57257080078125
2021-01-14,39187.328125,1218.4530029296875,354.327392578125
2021-01-15,36825.3671875,1171.8345947265625,351.7433776855469
2021-01-16,36178.140625,1233.53759765625,
2021-01-17,35791.27734375,1230.1722412109375,
2021-01-18,36630.07421875,1257.279541015625,
2021-01-19,36069.8046875,1377.2958984375,354.5052795410156
2021-01-20,35547.75,1382.2740478515625,359.4111328125
2021-01-21,30825.69921875,1121.5709228515625,359.73876953125
2021-01-22,33005.76171875,1236.51220703125,358.46551513671875
2021-01-23,32067.642578125,1230.9906005859375,
2021-01-24,32289.37890625,1391.609375,
2021-01-25,32366.392578125,1324.414794921875,359.8792419433594
2021-01-26,32569.849609375,1357.05810546875,359.3175354003906
2021-01-27,30432.546875,1253.1871337890625,350.53564453125
2021-01-28,33466.09765625,1332.4921875,353.55035400390625
2021-01-29,34316.38671875,1382.5228271484375,346.472412109375
2021-01-30,34269.5234375,1376.115478515625,
2021-01-31,33114.359375,1314.9862060546875,
2021-02-01,33537.17578125,1369.04052734375,352.2395935058594
2021-02-02,35510.2890625,1515.1937255859375,357.2203674316406
2021-02-03,37472.08984375,1660.9095458984375,357.50115966796875
2021-02-04,36926.06640625,1594.7626953125,361.564453125
2021-02-05,38144.30859375,1718.65087890625,362.9875183105469
2021-02-06,39266.01171875,1677.8468017578125,
2021-02-07,38903.44140625,1614.227783203125,
2021-02-08,46196.46484375,1746.6168212890625,365.6090087890625
2021-02-09,46481.10546875,1768.0350341796875,365.3655090332031
2021-02-10,44918.18359375,1744.243408203125,365.20635986328125
2021-02-11,47909.33203125,1783.7979736328125,365.7962646484375
2021-02-12,47504.8515625,1843.5325927734375,367.60321044921875
2021-02-13,47105.515625,1814.10986328125,
2021-02-14,48717.2890625,1805.0841064453125,
2021-02-15,47945.05859375,1779.791015625,
2021-02-16,49199.87109375,1781.0675048828125,367.284912109375
2021-02-17,52149.0078125,1848.458251953125,367.3690490722656
2021-02-18,51679.796875,1937.44921875,365.8056335449219
2021-02-19,55888.1328125,1960.164794921875,365.15960693359375
2021-02-20,56099.51953125,1919.5340576171875,
2021-02-21,57539.9453125,1935.60107421875,
2021-02-22,54207.3203125,1781.992919921875,362.3509216308594
2021-02-23,48824.42578125,1570.2039794921875,362.79095458984375
2021-02-24,49705.33203125,1626.57568359375,366.7886047363281
2021-02-25,47093.8515625,1475.7037353515625,357.9505310058594
2021-02-26,46339.76171875,1446.03369140625,356.10614013671875
2021-02-27,46188.453125,1459.97314453125,
2021-02-28,45137.76953125,1416.0489501953125,
2021-03-01,49631.2421875,1564.7076416015625,364.73834228515625
2021-03-02,48378.98828125,1492.6087646484375,361.89215087890625
2021-03-03,50538.2421875,1575.8531494140625,357.0986022949219
2021-03-04,48561.16796875,1541.914306640625,352.6795959472656
2021-03-05,48927.3046875,1533.2750244140625,359.1676940917969
2021-03-06,48912.3828125,1654.7415771484375,
2021-03-07,51206.69140625,1723.15380859375,
2021-03-08,52246.5234375,1834.7279052734375,357.3795166015625
2021-03-09,54824.1171875,1868.048828125,362.4820251464844
2021-03-10,56008.55078125,1799.166259765625,364.73834228515625
2021-03-11,57805.12109375,1826.1949462890625,368.4364318847656
2021-03-12,57332.08984375,1772.1024169921875,368.9326171875
2021-03-13,61243.0859375,1924.6854248046875,
2021-03-14,59302.31640625,1854.5643310546875,
2021-03-15,55907.19921875,1791.7022705078125,371.1328430175781
2021-03-16,56804.90234375,1806.9718017578125,370.6647033691406
2021-03-17,58870.89453125,1823.4493408203125,371.9285888671875
2021-03-18,57858.921875,1782.8551025390625,366.51708984375
2021-03-19,58346.65234375,1817.6241455078125,365.8389892578125
2021-03-20,58313.64453125,1812.6346435546875,
2021-03-21,57523.421875,1788.217041015625,
2021-03-22,54529.14453125,1691.333984375,368.76025390625
2021-03-23,54738.9453125,1678.650146484375,365.8577575683594
2021-03-24,52774.265625,1593.4134521484375,363.9979553222656
2021-03-25,51704.16015625,1595.3592529296875,366.04559326171875
2021-03-26,55137.3125,1702.842041015625,371.9444274902344
2021-03-27,55973.51171875,1716.49462890625,
2021-03-28,55950.74609375,1691.35595703125,
2021-03-29,57750.19921875,1819.6849365234375,371.7565612792969
2021-03-30,58917.69140625,1846.03369140625,370.770263671875
2021-03-31,58918.83203125,1918.362060546875,372.27313232421875
2021-04-01,59095.80859375,1977.27685546875,376.29339599609375
2021-04-02,59384.3125,2143.2255859375,
2021-04-03,57603.890625,2028.4224853515625,
2021-04-04,58758.5546875,2093.122802734375,
2021-04-05,59057.87890625,2107.88720703125,381.6943664550781
2021-04-06,58192.359375,2118.37890625,381.4689025878906
2021-04-07,56048.9375,1971.0772705078125,381.9104309082031
2021-04-08,58323.953125,2088.57373046875,383.7232666015625
2021-04-09,58245.00390625,2072.10888671875,386.5129089355469
2021-04-10,59793.234375,2135.942138671875,
2021-04-11,60204.96484375,2157.656982421875,
2021-04-12,59893.453125,2139.353271484375,386.65386962890625
2021-04-13,63503.45703125,2299.187744140625,387.7998352050781
2021-04-14,63109.6953125,2435.10498046875,386.47540283203125
2021-04-15,63314.01171875,2519.1162109375,390.62713623046875
2021-04-16,61572.7890625,2431.946533203125,391.9327697753906
2021-04-17,60683.8203125,2344.89501953125,
2021-04-18,56216.18359375,2237.136962890625,
2021-04-19,55724.265625,2166.188720703125,390.0072021484375
2021-04-20,56473.03125,2330.2109375,387.1517333984375
2021-04-21,53906.08984375,2364.751708984375,390.8150329589844
2021-04-22,51762.2734375,2403.53515625,387.24566650390625
2021-04-23,51093.65234375,2363.586181640625,391.4443054199219
2021-04-24,50050.8671875,2211.625732421875,
2021-04-25,49004.25390625,2316.0595703125,
2021-04-26,54021.75390625,2534.481689453125,392.261474609375
2021-04-27,55033.1171875,2662.865234375,392.17694091796875
2021-04-28,54824.703125,2746.380126953125,392.06427001953125
2021-04-29,53555.109375,2756.876953125,394.5628356933594
2021-04-30,57750.17578125,2773.20703125,391.9703674316406
2021-05-01,57828.05078125,2945.892822265625,
2021-05-02,56631.078125,2952.05615234375,
2021-05-03,57200.29296875,3431.086181640625,392.81573486328125
2021-05-04,53333.5390625,3253.62939453125,390.39227294921875
2021-05-05,57424.0078125,3522.783203125,390.514404296875
2021-05-06,56396.515625,3490.88037109375,393.6329345703125
2021-05-07,57356.40234375,3484.72900390625,396.4977722167969
2021-05-08,58803.77734375,3902.647705078125,
2021-05-09,58232.31640625,3928.8447265625,
2021-05-10,55859.796875,3952.2939453125,392.571533203125
2021-05-11,56704.57421875,4168.701171875,389.06787109375
2021-05-12,49150.53515625,3785.8486328125,380.802001953125
2021-05-13,49716.19140625,3715.1484375,385.37646484375
2021-05-14,49880.53515625,4079.057373046875,391.2940368652344
2021-05-15,46760.1875,3638.1220703125,
2021-05-16,46456.05859375,3587.506103515625,
2021-05-17,43537.51171875,3282.397705078125,390.29833984375
2021-05-18,42909.40234375,3380.070068359375,386.93572998046875
2021-05-19,37002.44140625,2460.67919921875,385.9212341308594
2021-05-20,40782.73828125,2784.294189453125,390.0729064941406
2021-05-21,37304.69140625,2430.621337890625,389.75360107421875
2021-05-22,37536.6328125,2295.70556640625,
2021-05-23,34770.58203125,2109.579833984375,
2021-05-24,38705.98046875,2643.591064453125,393.72686767578125
2021-05-25,38402.22265625,2706.62890625,392.853271484375
2021-05-26,39294.19921875,2888.69873046875,393.6329345703125
2021-05-27,38436.96875,2736.488525390625,393.8395690917969
2021-05-28,35697.60546875,2419.90625,394.5440368652344
2021-05-29,34616.06640625,2279.51416015625,
2021-05-30,35678.12890625,2390.305419921875,
2021-05-31,37332.85546875,2714.9453125,
2021-06-01,36684.92578125,2633.518310546875,394.1965026855469
2021-06-02,37575.1796875,2706.125,394.81640625
2021-06-03,39208.765625,2855.12646484375,393.3511047363281
2021-06-04,36894.40625,2688.195068359375,396.94866943359375
2021-06-05,35551.95703125,2630.576904296875,
2021-06-06,35862.37890625,2715.0927734375,
2021-06-07,33560.70703125,2590.26318359375,396.5635681152344
2021-06-08,33472.6328125,2517.438720703125,396.6480407714844
2021-06-09,37345.12109375,2608.26708984375,396.0563049316406
2021-06-10,36702.59765625,2471.5185546875,397.89727783203125
2021-06-11,37334.3984375,2353.768798828125,398.5548400878906
2021-06-12,35552.515625,2372.484375,
2021-06-13,39097.859375,2508.3916015625,
2021-06-14,40218.4765625,2537.89111328125,399.4471435546875
2021-06-15,40406.26953125,2610.936767578125,398.7145080566406
2021-06-16,38347.0625,2367.66357421875,396.4883728027344
2021-06-17,38053.50390625,2372.001953125,396.35687255859375
2021-06-18,35787.24609375,2231.733154296875,391.0097961425781
2021-06-19,35615.87109375,2178.4990234375,
2021-06-20,35698.296875,2246.364501953125,
